timestamp_ms,angle_deg,distance_mm,quality,true_distance_mm,residual_mm
32225,358.03,1006.5,15,1000.0,6.5
32226,359.36,1005.7,15,1000.0,5.7
32226,0.59,1007.0,15,1000.0,7.0
32227,1.95,1008.7,15,1000.0,8.7
32366,358.03,1006.2,15,1000.0,6.2
32366,359.37,1005.5,15,1000.0,5.5
32367,0.67,1007.5,15,1000.0,7.5
32367,1.89,1009.2,15,1000.0,9.2
32507,358.61,1006.2,15,1000.0,6.2
32507,359.95,1007.0,15,1000.0,7.0
32508,1.30,1007.5,15,1000.0,7.5
32647,358.23,1006.0,15,1000.0,6.0
32647,359.62,1006.7,15,1000.0,6.7
32648,0.91,1007.7,15,1000.0,7.7
32787,358.20,1006.0,15,1000.0,6.0
32788,359.61,1006.7,15,1000.0,6.7
32788,0.91,1007.5,15,1000.0,7.5
32927,358.37,1006.5,15,1000.0,6.5
32928,359.72,1007.2,15,1000.0,7.2
32928,1.00,1007.5,15,1000.0,7.5
33068,358.34,1006.2,15,1000.0,6.2
33068,359.69,1007.0,15,1000.0,7.0
33069,0.91,1007.7,15,1000.0,7.7
33208,358.37,1006.5,15,1000.0,6.5
33208,359.72,1006.5,15,1000.0,6.5
33209,1.03,1006.7,15,1000.0,6.7
33348,358.77,1005.5,15,1000.0,5.5
33349,0.16,1007.2,15,1000.0,7.2
33349,1.48,1007.7,15,1000.0,7.7
33488,359.00,1005.7,15,1000.0,5.7
33489,0.34,1006.2,15,1000.0,6.2
33489,1.64,1007.7,15,1000.0,7.7
33628,358.31,1006.2,15,1000.0,6.2
33629,359.58,1007.2,15,1000.0,7.2
33629,0.97,1007.7,15,1000.0,7.7
33768,358.17,1006.2,15,1000.0,6.2
33769,359.44,1006.0,15,1000.0,6.0
33769,0.77,1008.0,15,1000.0,8.0
33909,358.95,1006.0,15,1000.0,6.0
33910,0.22,1007.2,15,1000.0,7.2
33910,1.47,1008.0,15,1000.0,8.0
34050,359.27,1005.5,15,1000.0,5.5
34050,0.64,1007.0,15,1000.0,7.0
34051,1.94,1008.5,15,1000.0,8.5
34191,359.14,1005.5,15,1000.0,5.5
34191,0.37,1006.0,15,1000.0,6.0
34192,1.67,1007.5,15,1000.0,7.5
34331,358.12,1006.2,15,1000.0,6.2
34331,359.44,1006.2,15,1000.0,6.2
34332,0.72,1008.0,15,1000.0,8.0
34332,2.00,1009.0,15,1000.0,9.0
34472,358.67,1006.5,15,1000.0,6.5
34472,359.95,1007.2,15,1000.0,7.2
34473,1.33,1007.5,15,1000.0,7.5
34612,359.09,1005.5,15,1000.0,5.5
34613,0.41,1006.0,15,1000.0,6.0
34614,1.66,1007.5,15,1000.0,7.5
34753,358.62,1006.5,15,1000.0,6.5
34753,359.94,1007.2,15,1000.0,7.2
34754,1.30,1007.5,15,1000.0,7.5
34894,359.17,1005.7,15,1000.0,5.7
34894,0.56,1007.0,15,1000.0,7.0
34895,1.78,1007.7,15,1000.0,7.7
35034,358.37,1006.2,15,1000.0,6.2
35034,359.77,1006.2,15,1000.0,6.2
35035,1.08,1006.7,15,1000.0,6.7
35174,358.06,1006.5,15,1000.0,6.5
35175,359.34,1006.5,15,1000.0,6.5
35175,0.72,1008.0,15,1000.0,8.0
35315,359.28,1005.7,15,1000.0,5.7
35315,0.52,1007.0,15,1000.0,7.0
35316,1.83,1008.0,15,1000.0,8.0
35455,358.23,1005.7,15,1000.0,5.7
35455,359.59,1006.5,15,1000.0,6.5
35456,0.91,1007.5,15,1000.0,7.5
35595,358.97,1006.0,15,1000.0,6.0
35596,0.20,1007.5,15,1000.0,7.5
35596,1.58,1008.5,15,1000.0,8.5
35736,358.12,1006.7,15,1000.0,6.7
35736,359.41,1006.5,15,1000.0,6.5
35737,0.77,1008.0,15,1000.0,8.0
35737,1.98,1008.7,15,1000.0,8.7
35876,358.56,1006.2,15,1000.0,6.2
35877,359.87,1006.5,15,1000.0,6.5
35877,1.17,1007.0,15,1000.0,7.0
