timestamp_ms,angle_deg,distance_mm,quality,true_distance_mm,residual_mm
31987,358.33,605.7,15,600.0,5.7
31987,359.55,606.0,15,600.0,6.0
31988,0.97,606.5,15,600.0,6.5
32127,359.27,605.5,15,600.0,5.5
32128,0.48,605.7,15,600.0,5.7
32128,1.78,607.0,15,600.0,7.0
32268,358.47,605.7,15,600.0,5.7
32268,359.89,605.7,15,600.0,5.7
32269,1.06,605.7,15,600.0,5.7
32408,358.31,605.7,15,600.0,5.7
32408,359.59,606.2,15,600.0,6.2
32409,0.98,606.5,15,600.0,6.5
32549,359.45,605.7,15,600.0,5.7
32550,0.78,606.2,15,600.0,6.2
32690,358.91,606.2,15,600.0,6.2
32690,0.20,606.2,15,600.0,6.2
32691,1.69,606.2,15,600.0,6.2
32831,358.67,605.7,15,600.0,5.7
32831,359.95,606.0,15,600.0,6.0
32832,1.22,607.0,15,600.0,7.0
32972,358.37,606.0,15,600.0,6.0
32972,359.62,606.2,15,600.0,6.2
32973,1.00,606.5,15,600.0,6.5
33112,358.66,605.7,15,600.0,5.7
33113,359.94,606.0,15,600.0,6.0
33113,1.41,607.0,15,600.0,7.0
33253,359.39,605.7,15,600.0,5.7
33254,0.67,606.2,15,600.0,6.2
33254,1.86,607.0,15,600.0,7.0
33393,358.62,605.7,15,600.0,5.7
33394,359.83,605.7,15,600.0,5.7
33394,1.06,605.7,15,600.0,5.7
33534,359.25,605.5,15,600.0,5.5
33535,0.52,605.7,15,600.0,5.7
33535,1.83,606.7,15,600.0,6.7
33675,359.23,605.7,15,600.0,5.7
33675,0.75,606.2,15,600.0,6.2
33815,358.20,605.7,15,600.0,5.7
33816,359.45,606.2,15,600.0,6.2
33816,0.89,607.0,15,600.0,7.0
33956,358.70,605.7,15,600.0,5.7
33956,0.05,605.7,15,600.0,5.7
33957,1.22,606.5,15,600.0,6.5
34097,358.92,606.0,15,600.0,6.0
34097,0.08,606.0,15,600.0,6.0
34098,1.39,606.5,15,600.0,6.5
34237,359.30,605.5,15,600.0,5.5
34238,0.45,605.7,15,600.0,5.7
34238,1.92,607.0,15,600.0,7.0
34378,358.92,606.2,15,600.0,6.2
34379,0.19,606.2,15,600.0,6.2
34379,1.42,606.5,15,600.0,6.5
34519,358.69,605.7,15,600.0,5.7
34519,359.94,606.0,15,600.0,6.0
34520,1.37,606.7,15,600.0,6.7
34660,358.30,605.7,15,600.0,5.7
34660,359.67,606.2,15,600.0,6.2
34661,0.88,606.7,15,600.0,6.7
34801,359.16,605.7,15,600.0,5.7
34802,0.62,606.2,15,600.0,6.2
34802,1.78,607.0,15,600.0,7.0
34941,358.06,605.7,15,600.0,5.7
34942,359.25,605.7,15,600.0,5.7
34942,0.59,606.2,15,600.0,6.2
34943,1.89,606.7,15,600.0,6.7
35082,358.47,606.0,15,600.0,6.0
35083,359.69,606.2,15,600.0,6.2
35083,1.00,606.5,15,600.0,6.5
35223,358.86,606.0,15,600.0,6.0
35223,0.02,606.0,15,600.0,6.0
35224,1.34,606.7,15,600.0,6.7
35364,359.25,605.5,15,600.0,5.5
35364,0.48,605.7,15,600.0,5.7
35365,1.94,607.0,15,600.0,7.0
35504,358.97,606.2,15,600.0,6.2
35505,0.39,606.2,15,600.0,6.2
35505,1.75,606.2,15,600.0,6.2
35645,359.08,605.7,15,600.0,5.7
35646,0.44,605.7,15,600.0,5.7
35646,1.78,606.2,15,600.0,6.2
35785,358.11,605.7,15,600.0,5.7
35786,359.48,605.7,15,600.0,5.7
35786,0.66,606.2,15,600.0,6.2
35787,1.98,606.7,15,600.0,6.7
35926,358.62,605.5,15,600.0,5.5
35927,359.77,605.7,15,600.0,5.7
35927,1.11,605.7,15,600.0,5.7
36067,359.30,605.7,15,600.0,5.7
36067,0.67,606.2,15,600.0,6.2
36068,1.92,607.0,15,600.0,7.0
36207,358.12,605.7,15,600.0,5.7
36208,359.59,606.2,15,600.0,6.2
36208,0.73,606.7,15,600.0,6.7
36348,358.41,605.5,15,600.0,5.5
36348,359.83,606.2,15,600.0,6.2
36349,0.98,606.2,15,600.0,6.2
36489,358.50,605.7,15,600.0,5.7
36489,359.94,605.7,15,600.0,5.7
36490,1.11,605.7,15,600.0,5.7
36629,358.27,605.7,15,600.0,5.7
36630,359.61,606.2,15,600.0,6.2
36630,1.05,606.5,15,600.0,6.5
36770,358.34,605.7,15,600.0,5.7
36771,359.77,606.2,15,600.0,6.2
36771,1.02,606.2,15,600.0,6.2
36911,358.95,606.2,15,600.0,6.2
36911,0.23,606.2,15,600.0,6.2
36912,1.52,606.2,15,600.0,6.2
37052,359.30,605.5,15,600.0,5.5
37052,0.62,606.0,15,600.0,6.0
37053,1.91,607.0,15,600.0,7.0
37192,358.34,605.7,15,600.0,5.7
37193,359.81,606.2,15,600.0,6.2
37193,0.97,606.2,15,600.0,6.2
37333,358.77,605.7,15,600.0,5.7
37333,0.14,606.0,15,600.0,6.0
37334,1.37,606.7,15,600.0,6.7
37474,358.78,605.7,15,600.0,5.7
37474,359.89,605.7,15,600.0,5.7
37475,1.36,606.7,15,600.0,6.7
37614,358.61,605.7,15,600.0,5.7
37615,0.00,605.7,15,600.0,5.7
37615,1.33,606.5,15,600.0,6.5
37755,358.64,605.7,15,600.0,5.7
37756,359.95,606.0,15,600.0,6.0
37756,1.37,606.7,15,600.0,6.7
37895,358.06,605.7,15,600.0,5.7
37896,359.25,605.5,15,600.0,5.5
37896,0.61,606.2,15,600.0,6.2
38036,358.28,605.7,15,600.0,5.7
38037,359.39,606.2,15,600.0,6.2
38037,0.84,606.7,15,600.0,6.7
38177,358.33,605.7,15,600.0,5.7
38177,359.75,606.2,15,600.0,6.2
38178,1.03,606.5,15,600.0,6.5
38318,358.61,605.7,15,600.0,5.7
38318,359.83,605.7,15,600.0,5.7
38319,1.30,605.7,15,600.0,5.7
38458,358.45,605.7,15,600.0,5.7
38459,359.78,605.7,15,600.0,5.7
38459,1.22,605.7,15,600.0,5.7
38599,358.73,605.7,15,600.0,5.7
38600,0.05,606.0,15,600.0,6.0
38600,1.39,606.7,15,600.0,6.7
38740,359.20,605.7,15,600.0,5.7
38740,0.59,606.0,15,600.0,6.0
38741,1.83,607.0,15,600.0,7.0
38880,358.16,605.5,15,600.0,5.5
38881,359.62,606.2,15,600.0,6.2
38881,0.75,606.7,15,600.0,6.7
39021,359.03,606.2,15,600.0,6.2
39021,0.41,606.2,15,600.0,6.2
39022,1.62,606.2,15,600.0,6.2
39161,358.33,605.7,15,600.0,5.7
39162,359.81,606.2,15,600.0,6.2
39162,0.98,606.5,15,600.0,6.5
39302,358.91,606.2,15,600.0,6.2
39303,0.25,606.2,15,600.0,6.2
39303,1.52,606.2,15,600.0,6.2
39442,358.20,605.7,15,600.0,5.7
39443,359.50,606.2,15,600.0,6.2
39443,0.73,606.7,15,600.0,6.7
39584,359.19,605.5,15,600.0,5.5
39584,0.44,606.0,15,600.0,6.0
39585,1.75,607.0,15,600.0,7.0
39724,358.11,605.7,15,600.0,5.7
39724,359.48,605.5,15,600.0,5.5
39725,0.77,606.0,15,600.0,6.0
39865,358.20,605.5,15,600.0,5.5
39865,359.58,606.2,15,600.0,6.2
39866,0.73,606.7,15,600.0,6.7
40005,358.44,605.7,15,600.0,5.7
40006,359.80,606.2,15,600.0,6.2
40006,0.97,606.2,15,600.0,6.2
40146,359.12,605.5,15,600.0,5.5
40147,0.58,606.0,15,600.0,6.0
40147,1.84,607.0,15,600.0,7.0
40286,358.58,605.7,15,600.0,5.7
40287,359.86,605.7,15,600.0,5.7
40287,1.36,606.5,15,600.0,6.5
40427,359.30,605.7,15,600.0,5.7
40428,0.69,606.2,15,600.0,6.2
40428,1.95,607.0,15,600.0,7.0
40567,358.39,605.7,15,600.0,5.7
40568,359.67,606.2,15,600.0,6.2
40568,1.08,606.2,15,600.0,6.2
40708,358.70,605.7,15,600.0,5.7
40709,0.02,605.7,15,600.0,5.7
40709,1.30,606.7,15,600.0,6.7
40849,359.00,606.2,15,600.0,6.2
40849,0.42,606.2,15,600.0,6.2
40850,1.58,606.2,15,600.0,6.2
40989,358.19,605.5,15,600.0,5.5
40990,359.50,606.2,15,600.0,6.2
40990,0.86,606.7,15,600.0,6.7
41130,358.91,606.2,15,600.0,6.2
41130,0.36,606.2,15,600.0,6.2
41131,1.70,606.2,15,600.0,6.2
41270,358.59,605.7,15,600.0,5.7
41271,359.92,605.7,15,600.0,5.7
